"Tectonic UNIT" "Area" "Subarea" "Strike of Si" "Mineral" "Type"
"1766" "SEBTIDES" "Benzou" "P" 143 "Grt" "core/simple"
"1767" "SEBTIDES" "Benzou" "P" 73 "Grt" "core/simple"
"1768" "SEBTIDES" "Benzou" "P" 43 "Grt" "core/simple"
"1769" "SEBTIDES" "Benzou" "P" 134 "Stau" "core/simple"
"1770" "SEBTIDES" "Benzou" "P" 130 "Stau" "core/simple"
"1771" "SEBTIDES" "Benzou" "P" 140 "Grt" "core/simple"
"1772" "SEBTIDES" "Benzou" "P" 121 "Grt" "core/simple"
"1773" "SEBTIDES" "Benzou" "P" 122.6 "Grt" "core/simple"
"1774" "SEBTIDES" "Benzou" "P" 111.8 "Grt" "core/simple"
"1775" "SEBTIDES" "Benzou" "P" 129.6 "Grt" "core/simple"
"1776" "SEBTIDES" "Benzou" "P" 131.3 "Grt" "core/simple"
"1777" "SEBTIDES" "Benzou" "P" 100.9 "Grt" "core/simple"
"1778" "SEBTIDES" "Benzou" "P" 21.2 "Grt" "core/simple"
"1779" "SEBTIDES" "Benzou" "P" 104.3 "Grt" "core/simple"
"1780" "SEBTIDES" "Benzou" "P" 54 "Grt" "core/simple"
"1781" "SEBTIDES" "Benzou" "P" 50 "Grt" "core/simple"
"1782" "SEBTIDES" "Benzou" "P" 46 "Grt" "core/simple"
"1783" "SEBTIDES" "Benzou" "P" 44 "Grt" "core/simple"
"1784" "SEBTIDES" "Benzou" "P" 161 "Grt" "core/simple"
"1785" "SEBTIDES" "Benzou" "P" 24 "Grt" "core/simple"
"1786" "SEBTIDES" "Benzou" "P" 15 "Grt" "Truncation"
"1787" "SEBTIDES" "Benzou" "P" 28 "Grt" "core/simple"
"1788" "SEBTIDES" "Benzou" "P" 45 "Grt" "core/simple"
"1789" "SEBTIDES" "Benzou" "P" 57 "Grt" "Truncation"
"1790" "SEBTIDES" "Benzou" "P" 142 "Grt" "core/simple"
"1791" "SEBTIDES" "Benzou" "P" 166 "Grt" "core/simple"
"1792" "SEBTIDES" "Benzou" "P" 94 "Grt" "core/simple"
"1793" "SEBTIDES" "Benzou" "P" 88 "Grt" "core/simple"
"1794" "SEBTIDES" "Benzou" "P" 71 "Grt" "Truncation"
"1795" "SEBTIDES" "Benzou" "P" 60 "Grt" "core/simple"
"1796" "SEBTIDES" "Benzou" "P" 131 "Grt" "Truncation"
"1797" "SEBTIDES" "Benzou" "P" 132 "Grt" "core/simple"
"1798" "SEBTIDES" "Benzou" "P" 113 "Grt" "core/simple"
"1799" "SEBTIDES" "Benzou" "P" 133 "Grt" "core/simple"
"1800" "SEBTIDES" "Benzou" "P" 100 "Grt" "core/simple"
"1801" "SEBTIDES" "Benzou" "P" 108 "Grt" "Truncation"
"1802" "SEBTIDES" "Benzou" "P" 122 "Grt" "core/simple"
"1803" "SEBTIDES" "Benzou" "P" 124 "Grt" "core/simple"
"1804" "SEBTIDES" "Benzou" "P" 97 "Grt" "core/simple"
"1805" "SEBTIDES" "Benzou" "P" 89 "Grt" "Truncation"
"1806" "SEBTIDES" "Benzou" "P" 105 "Grt" "core/simple"
"1807" "SEBTIDES" "Benzou" "P" 128 "Grt" "core/simple"
"1808" "SEBTIDES" "Benzou" "P" 139 "Grt" "core/simple"
"1809" "SEBTIDES" "Benzou" "P" 115 "Grt" "core/simple"
"1810" "SEBTIDES" "Benzou" "P" 3 "Grt" "Truncation"
"1811" "SEBTIDES" "Benzou" "P" 120 "Grt" "Truncation"
"1812" "SEBTIDES" "Benzou" "P" 6 "Grt" "core/simple"
"1813" "SEBTIDES" "Benzou" "P" 105 "Grt" "Truncation"
"1814" "SEBTIDES" "Benzou" "P" 164 "Grt" "Truncation"
"1815" "SEBTIDES" "Benzou" "P" 134 "Grt" "core/simple"
"1816" "SEBTIDES" "Benzou" "P" 120 "Grt" "Truncation"
"1817" "SEBTIDES" "Benzou" "P" 39 "Grt" "core/simple"
"1818" "SEBTIDES" "Benzou" "P" 29 "Grt" "Truncation"
"1819" "SEBTIDES" "Benzou" "P" 31 "Grt" "Truncation"
"1820" "SEBTIDES" "Benzou" "P" 34 "Grt" "core/simple"
"1821" "SEBTIDES" "Benzou" "P" 22 "Grt" "core/simple"
"1822" "SEBTIDES" "Benzou" "P" 30 "Grt" "core/simple"
"1823" "SEBTIDES" "Benzou" "P" 158 "Grt" "core/simple"
"1824" "SEBTIDES" "Benzou" "P" 48 "Grt" "Truncation"
"1825" "SEBTIDES" "Benzou" "P" 38 "Grt" "Truncation"
"1826" "SEBTIDES" "Benzou" "P" 32 "Grt" "Truncation"
"1827" "SEBTIDES" "Benzou" "P" 171 "Grt" "core/simple"
"1828" "SEBTIDES" "Benzou" "P" 176 "Grt" "core/simple"
"1829" "SEBTIDES" "Benzou" "P" 112 "Grt" "core/simple"
"1830" "SEBTIDES" "Benzou" "P" 177 "Grt" "core/simple"
"1831" "SEBTIDES" "Benzou" "P" 116 "Grt" "core/simple"
"1832" "SEBTIDES" "Benzou" "P" 112 "Grt" "Truncation"
"1833" "SEBTIDES" "Benzou" "P" 80 "Grt" "core/simple"
"1834" "SEBTIDES" "Benzou" "P" 34 "Grt" "core/simple"
"1835" "SEBTIDES" "Benzou" "P" 146 "Grt" "core/simple"
"1836" "SEBTIDES" "Benzou" "P" 142 "Grt" "core/simple"
"1837" "SEBTIDES" "Benzou" "P" 105 "Grt" "core/simple"
"1838" "SEBTIDES" "Benzou" "P" 107 "Grt" "Truncation"
"1839" "SEBTIDES" "Benzou" "P" 80 "Grt" "core/simple"
"1840" "SEBTIDES" "Benzou" "P" 81 "Grt" "core/simple"
"1841" "SEBTIDES" "Benzou" "P" 86 "Grt" "core/simple"
"1842" "SEBTIDES" "Benzou" "P" 84 "Grt" "core/simple"
"1843" "SEBTIDES" "Benzou" "P" 74 "Grt" "Truncation"
"1844" "SEBTIDES" "Benzou" "P" 68 "Grt" "core/simple"
"1845" "SEBTIDES" "Benzou" "P" 24 "Grt" "Truncation"
"1846" "SEBTIDES" "Benzou" "P" 15 "Grt" "core/simple"
"1847" "SEBTIDES" "Benzou" "P" 107 "Grt" "core/simple"
"1848" "SEBTIDES" "Benzou" "P" 125 "Grt" "core/simple"
"1849" "SEBTIDES" "Benzou" "P" 66 "Grt" "Truncation"
"1850" "SEBTIDES" "Benzou" "P" 51 "Grt" "Truncation"
"1851" "SEBTIDES" "Benzou" "P" 93 "Grt" "Truncation"
"1852" "SEBTIDES" "Benzou" "P" 52 "Grt" "core/simple"
"1853" "SEBTIDES" "Benzou" "P" 79 "Grt" "Truncation"
"1854" "SEBTIDES" "Benzou" "P" 55 "Grt" "Truncation"
"1855" "SEBTIDES" "Benzou" "P" 52 "Grt" "core/simple"
"1856" "SEBTIDES" "Benzou" "P" 49 "Grt" "Truncation"
"1857" "SEBTIDES" "Benzou" "P" 75 "Grt" "core/simple"
"1858" "SEBTIDES" "Benzou" "P" 170 "Grt" "Truncation"
"1859" "SEBTIDES" "Benzou" "P" 4 "Grt" "core/simple"
"1860" "SEBTIDES" "Benzou" "P" 74 "Grt" "Truncation"
"1861" "SEBTIDES" "Benzou" "P" 78 "Grt" "core/simple"
"1862" "SEBTIDES" "Benzou" "P" 125 "Grt" "core/simple"
"1863" "SEBTIDES" "Benzou" "P" 15 "Grt" "core/simple"
"1864" "SEBTIDES" "Benzou" "P" 164 "Grt" "core/simple"
"1865" "SEBTIDES" "Benzou" "P" 142 "Grt" "core/simple"
"1866" "SEBTIDES" "Benzou" "P" 69 "Grt" "core/simple"
"1867" "SEBTIDES" "Benzou" "P" 164 "Grt" "Truncation"
"1868" "SEBTIDES" "Benzou" "P" 159 "Grt" "core/simple"
"1869" "SEBTIDES" "Benzou" "P" 146 "Grt" "Truncation"
"1870" "SEBTIDES" "Benzou" "P" 43 "Grt" "core/simple"
"1871" "SEBTIDES" "Benzou" "P" 122 "Grt" "core/simple"
"1872" "SEBTIDES" "Benzou" "P" 119 "Grt" "core/simple"
"1873" "SEBTIDES" "Benzou" "P" 30 "Grt" "Truncation"
"1874" "SEBTIDES" "Benzou" "P" 54 "Plag" "core/simple"
"1875" "SEBTIDES" "Benzou" "P" 32 "Plag" "core/simple"
"1876" "SEBTIDES" "Benzou" "P" 76 "Plag" "core/simple"
"1877" "SEBTIDES" "Benzou" "P" 106 "Grt" "Truncation"
"1878" "SEBTIDES" "Benzou" "P" 20 "Grt" "core/simple"
"1879" "SEBTIDES" "Benzou" "P" 108 "Grt" "Truncation"
"1880" "SEBTIDES" "Benzou" "P" 158 "Grt" "Truncation"
"1881" "SEBTIDES" "Benzou" "P" 136 "Grt" "core/simple"
"1882" "SEBTIDES" "Benzou" "P" 142 "Grt" "core/simple"
"1883" "SEBTIDES" "Benzou" "P" 106 "Grt" "core/simple"
"1884" "SEBTIDES" "Benzou" "P" 83 "Grt" "Truncation"
"1885" "SEBTIDES" "Benzou" "P" 83 "Grt" "core/simple"
"1886" "SEBTIDES" "Benzou" "P" 80 "Grt" "core/simple"
"1887" "SEBTIDES" "Benzou" "P" 87 "Grt" "core/simple"
"1888" "SEBTIDES" "Benzou" "P" 103 "Grt" "Truncation"
"1889" "SEBTIDES" "Benzou" "P" 123 "Grt" "core/simple"
"1890" "SEBTIDES" "Benzou" "P" 119 "Grt" "core/simple"
"1891" "SEBTIDES" "Benzou" "P" 127 "Grt" "core/simple"
"1892" "SEBTIDES" "Benzou" "P" 91 "Grt" "core/simple"
"1893" "SEBTIDES" "Benzou" "P" 102 "Grt" "core/simple"
"1894" "SEBTIDES" "Benzou" "P" 117 "Grt" "core/simple"
"1895" "SEBTIDES" "Benzou" "P" 84 "Grt" "Truncation"
"1896" "SEBTIDES" "Benzou" "P" 170 "Grt" "core/simple"
"1897" "SEBTIDES" "Benzou" "P" 122 "Grt" "core/simple"
"1898" "SEBTIDES" "Benzou" "P" 123 "Grt" "Truncation"
"1899" "SEBTIDES" "Benzou" "P" 102 "Grt" "core/simple"
"1900" "SEBTIDES" "Benzou" "P" 102 "Grt" "core/simple"
"1901" "SEBTIDES" "Benzou" "P" 107 "Grt" "Truncation"
"1902" "SEBTIDES" "Benzou" "P" 102 "Grt" "core/simple"
"1903" "SEBTIDES" "Benzou" "P" 110 "Grt" "Truncation"
"1904" "SEBTIDES" "Benzou" "P" 118 "Grt" "core/simple"
"1905" "SEBTIDES" "Benzou" "P" 100 "Grt" "core/simple"
"1906" "SEBTIDES" "Benzou" "P" 86 "Grt" "Truncation"
"1907" "SEBTIDES" "Benzou" "P" 87 "Grt" "Truncation"
"1908" "SEBTIDES" "Benzou" "P" 102 "Grt" "Truncation"
"1909" "SEBTIDES" "Benzou" "P" 88 "Grt" "Truncation"
"1910" "SEBTIDES" "Benzou" "P" 86 "Grt" "Truncation"
"1911" "SEBTIDES" "Benzou" "P" 87 "Grt" "Truncation"
"1912" "SEBTIDES" "Benzou" "P" 86 "Grt" "Truncation"
"1913" "SEBTIDES" "Benzou" "P" 82 "Grt" "core/simple"
"1914" "SEBTIDES" "Benzou" "P" 85 "Grt" "Truncation"
"1915" "SEBTIDES" "Benzou" "P" 102 "Grt" "core/simple"
"1916" "SEBTIDES" "Benzou" "P" 81 "Grt" "core/simple"
"1917" "SEBTIDES" "Benzou" "P" 97 "Grt" "Truncation"
"1918" "SEBTIDES" "Benzou" "P" 110 "Grt" "Truncation"
"1919" "SEBTIDES" "Benzou" "P" 109 "Grt" "Truncation"
"1920" "SEBTIDES" "Benzou" "P" 80 "Grt" "Truncation"
"1921" "SEBTIDES" "Benzou" "P" 179 "Grt" "Truncation"
"1922" "SEBTIDES" "Benzou" "P" 110 "Grt" "Truncation"
"1923" "SEBTIDES" "Benzou" "P" 116 "Grt" "Truncation"
"1924" "SEBTIDES" "Benzou" "P" 43 "Grt" "core/simple"
"1925" "SEBTIDES" "Benzou" "P" 162 "Grt" "core/simple"
"1926" "SEBTIDES" "Benzou" "P" 93 "Grt" "core/simple"
"1927" "SEBTIDES" "Benzou" "P" 94 "Grt" "Truncation"
"1928" "SEBTIDES" "Benzou" "P" 98 "Grt" "Truncation"
"1929" "SEBTIDES" "Benzou" "P" 102 "Grt" "Truncation"
"1930" "SEBTIDES" "Benzou" "P" 112 "Grt" "Truncation"
"1931" "SEBTIDES" "Benzou" "P" 85 "Grt" "Truncation"
"1932" "SEBTIDES" "Benzou" "P" 95 "Grt" "core/simple"
"1933" "SEBTIDES" "Benzou" "P" 110 "Grt" "Truncation"
"1934" "SEBTIDES" "Benzou" "P" 98 "Grt" "Truncation"
"1935" "SEBTIDES" "Benzou" "P" 73 "Grt" "Truncation"
"1936" "SEBTIDES" "Benzou" "P" 70 "Grt" "core/simple"
"1937" "SEBTIDES" "Benzou" "P" 95 "Grt" "Truncation"
"1938" "SEBTIDES" "Benzou" "P" 108 "Grt" "Truncation"
"1939" "SEBTIDES" "Benzou" "P" 80 "Grt" "core/simple"
"1940" "SEBTIDES" "Benzou" "P" 53 "Grt" "core/simple"
"1941" "SEBTIDES" "Benzou" "P" 36 "Grt" "core/simple"
"1942" "SEBTIDES" "Benzou" "P" 50 "Grt" "core/simple"
"1943" "SEBTIDES" "Benzou" "P" 48 "Grt" "core/simple"
"1944" "SEBTIDES" "Benzou" "P" 48 "Grt" "core/simple"
"1945" "SEBTIDES" "Benzou" "P" 96 "Grt" "Truncation"
"1946" "SEBTIDES" "Benzou" "P" 145 "Grt" "Truncation"
"1947" "SEBTIDES" "Benzou" "P" 85 "Grt" "core/simple"
"1948" "SEBTIDES" "Benzou" "P" 64 "Grt" "core/simple"
"1949" "SEBTIDES" "Benzou" "P" 60 "Grt" "core/simple"
"1950" "SEBTIDES" "Benzou" "P" 98 "Grt" "core/simple"
"1951" "SEBTIDES" "Benzou" "P" 163 "Grt" "Truncation"
"1952" "SEBTIDES" "Benzou" "P" 96 "Grt" "core/simple"
"1953" "SEBTIDES" "Benzou" "P" 146 "Grt" "Truncation"
"1954" "SEBTIDES" "Benzou" "P" 108 "Grt" "Truncation"
"1955" "SEBTIDES" "Benzou" "P" 113 "Grt" "core/simple"
"1956" "SEBTIDES" "Benzou" "P" 83 "Grt" "Truncation"
"1957" "SEBTIDES" "Benzou" "P" 84 "Grt" "Truncation"
"1958" "SEBTIDES" "Benzou" "P" 98 "Grt" "Truncation"
"1959" "SEBTIDES" "Benzou" "P" 94 "Grt" "core/simple"
"1960" "SEBTIDES" "Benzou" "P" 92 "Grt" "core/simple"
"1961" "SEBTIDES" "Benzou" "P" 122 "Grt" "core/simple"
"1962" "SEBTIDES" "Benzou" "P" 105 "Grt" "core/simple"
"1963" "SEBTIDES" "Benzou" "P" 105 "Grt" "core/simple"
"1964" "SEBTIDES" "Benzou" "P" 70 "Grt" "core/simple"
"1965" "SEBTIDES" "Benzou" "P" 42 "Grt" "core/simple"
"1966" "SEBTIDES" "Benzou" "P" 48 "Grt" "core/simple"
"1967" "SEBTIDES" "Benzou" "P" 70 "Grt" "core/simple"
"1968" "SEBTIDES" "Benzou" "P" 115 "Grt" "core/simple"
"1969" "SEBTIDES" "Benzou" "P" 65 "Grt" "core/simple"
"1970" "SEBTIDES" "Benzou" "P" 93 "Grt" "core/simple"
"1971" "SEBTIDES" "Benzou" "P" 110 "Grt" "core/simple"
"1972" "SEBTIDES" "Benzou" "P" 105 "Grt" "core/simple"
"1973" "SEBTIDES" "Benzou" "P" 145 "Grt" "core/simple"
"1974" "SEBTIDES" "Benzou" "P" 105 "Grt" "core/simple"
"1975" "SEBTIDES" "Benzou" "P" 177 "Grt" "core/simple"
"1976" "SEBTIDES" "Benzou" "P" 132 "Grt" "core/simple"
"1977" "SEBTIDES" "Benzou" "P" 127 "Grt" "core/simple"
"1978" "SEBTIDES" "Benzou" "P" 128 "Grt" "core/simple"
"1979" "SEBTIDES" "Benzou" "P" 148 "Grt" "core/simple"
"1980" "SEBTIDES" "Benzou" "P" 114 "Grt" "core/simple"
"1981" "SEBTIDES" "Benzou" "P" 83 "Grt" "core/simple"
"1982" "SEBTIDES" "Benzou" "P" 99 "Grt" "core/simple"
"1983" "SEBTIDES" "Benzou" "P" 108 "Grt" "core/simple"
"1984" "SEBTIDES" "Benzou" "P" 95 "Grt" "core/simple"
"1985" "SEBTIDES" "Benzou" "P" 168 "Grt" "core/simple"
"1986" "SEBTIDES" "Benzou" "P" 65 "Grt" "core/simple"
"1987" "SEBTIDES" "Benzou" "P" 78 "Grt" "core/simple"
"1988" "SEBTIDES" "Benzou" "P" 154 "Grt" "core/simple"
"1989" "SEBTIDES" "Benzou" "P" 83 "Grt" "core/simple"
"1990" "SEBTIDES" "Benzou" "P" 110 "Grt" "core/simple"
"1991" "SEBTIDES" "Benzou" "P" 142 "Grt" "core/simple"
"1992" "SEBTIDES" "Benzou" "P" 105 "Grt" "core/simple"
"1993" "SEBTIDES" "Benzou" "P" 70 "Grt" "core/simple"
"1994" "SEBTIDES" "Benzou" "P" 57 "Grt" "core/simple"
"1995" "SEBTIDES" "Benzou" "P" 13 "Grt" "core/simple"
"1996" "SEBTIDES" "Benzou" "P" 78 "Grt" "core/simple"
"1997" "SEBTIDES" "Benzou" "P" 152 "Grt" "core/simple"
"1998" "SEBTIDES" "Benzou" "P" 74 "Grt" "core/simple"
"1999" "SEBTIDES" "Benzou" "P" 160 "Grt" "Truncation"
"2000" "SEBTIDES" "Benzou" "P" 113 "Grt" "core/simple"
"2001" "SEBTIDES" "Benzou" "P" 117 "Grt" "core/simple"
"2002" "SEBTIDES" "Benzou" "P" 106 "Grt" "core/simple"
"2003" "SEBTIDES" "Benzou" "P" 153 "Grt" "core/simple"
"2004" "SEBTIDES" "Benzou" "P" 33 "Grt" "core/simple"
"2005" "SEBTIDES" "Benzou" "P" 145 "Grt" "core/simple"
"2006" "SEBTIDES" "Benzou" "P" 5 "Grt" "core/simple"
"2007" "SEBTIDES" "Benzou" "P" 12 "Grt" "core/simple"
"2008" "SEBTIDES" "Benzou" "P" 165 "Grt" "core/simple"
"2009" "MULHACEN" "Sierra de Baza" "F" 118.1 "Grt" "core/simple"
"2010" "MULHACEN" "Sierra de Baza" "F" 121.4 "Grt" "core/simple"
"2011" "MULHACEN" "Sierra de Baza" "F" 106 "Grt" "core/simple"
"2012" "MULHACEN" "Sierra de Baza" "F" 36.1 "Grt" "core/simple"
"2013" "MULHACEN" "Sierra de Baza" "F" 45.6 "Grt" "core/simple"
"2014" "MULHACEN" "Sierra de Baza" "F" 138.6 "Grt" "core/simple"
"2015" "MULHACEN" "Sierra de Baza" "F" 66 "Grt" "core/simple"
"2016" "MULHACEN" "Sierra de Baza" "F" 39.9 "Grt" "core/simple"
"2017" "MULHACEN" "Sierra de Baza" "F" 127.3 "Grt" "core/simple"
"2018" "MULHACEN" "Sierra de Baza" "F" 84.7 "Grt" "core/simple"
"2019" "MULHACEN" "Sierra de Baza" "F" 7.19999999999999 "Grt" "core/simple"
"2020" "MULHACEN" "Sierra de Baza" "F" 54.8 "Grt" "core/simple"
"2021" "MULHACEN" "Sierra de Baza" "F" 115.6 "Grt" "core/simple"
"2022" "MULHACEN" "Sierra de Baza" "F" 53.7 "Grt" "core/simple"
"2023" "MULHACEN" "Sierra de Baza" "F" 74.4 "Grt" "core/simple"
"2024" "MULHACEN" "Sierra de Baza" "F" 76.2 "Grt" "core/simple"
"2025" "MULHACEN" "Sierra de Baza" "F" 59.2 "Grt" "core/simple"
"2026" "MULHACEN" "Sierra de Baza" "F" 57.5 "Grt" "core/simple"
"2027" "MULHACEN" "Sierra de Baza" "F" 31.3 "Grt" "core/simple"
"2028" "MULHACEN" "Sierra de Baza" "F" 99.2 "Grt" "core/simple"
"2029" "MULHACEN" "Sierra de Baza" "F" 54.8 "Grt" "core/simple"
"2030" "MULHACEN" "Sierra de Baza" "F" 49 "Grt" "core/simple"
"2031" "MULHACEN" "Sierra de Baza" "F" 128.9 "Grt" "core/simple"
"2032" "MULHACEN" "Sierra de Baza" "F" 73.6 "Grt" "core/simple"
"2033" "MULHACEN" "Sierra de Baza" "F" 94 "Grt" "core/simple"
"2034" "MULHACEN" "Sierra de Baza" "F" 49.9 "Grt" "core/simple"
"2035" "MULHACEN" "Sierra de Baza" "F" 124.7 "Grt" "core/simple"
"2036" "MULHACEN" "Sierra de Baza" "F" 103.5 "Grt" "core/simple"
"2037" "MULHACEN" "Sierra de Baza" "F" 168.8 "Grt" "core/simple"
"2038" "MULHACEN" "Sierra de Baza" "F" 161 "Grt" "core/simple"
"2039" "MULHACEN" "Sierra Nevada SW" "D" 145.6 "Grt" "core/simple"
"2040" "MULHACEN" "Sierra Nevada SW" "D" 132 "Grt" "core/simple"
"2041" "MULHACEN" "Sierra Nevada SW" "D" 136 "Grt" "core/simple"
"2042" "MULHACEN" "Sierra Nevada SW" "D" 139.1 "Grt" "core/simple"
"2043" "MULHACEN" "Sierra Nevada SW" "D" 35.6 "Grt" "core/simple"
"2044" "MULHACEN" "Sierra Nevada SW" "D" 54.1 "Grt" "core/simple"
"2045" "MULHACEN" "Sierra Nevada SW" "D" 35.8 "Grt" "core/simple"
"2046" "MULHACEN" "Sierra Nevada SW" "D" 54.9 "Grt" "core/simple"
"2047" "MULHACEN" "Sierra Nevada SW" "D" 129.6 "Grt" "core/simple"
"2048" "MULHACEN" "Sierra Nevada SW" "D" 21.2 "Grt" "core/simple"
"2049" "MULHACEN" "Sierra Nevada SW" "D" 42.4 "Grt" "core/simple"
"2050" "MULHACEN" "Sierra Nevada SW" "D" 35.9 "Grt" "core/simple"
"2051" "MULHACEN" "Sierra Nevada SW" "D" 5.30000000000001 "Grt" "core/simple"
"2052" "MULHACEN" "Sierra Nevada SW" "D" 42.5 "Grt" "core/simple"
"2053" "MULHACEN" "Sierra Nevada SW" "D" 26.6 "Grt" "core/simple"
"2054" "MULHACEN" "Sierra Nevada SW" "D" 142.9 "Grt" "core/simple"
"2055" "MULHACEN" "Sierra Nevada SW" "D" 126.3 "Grt" "core/simple"
"2056" "MULHACEN" "Sierra Nevada SW" "D" 121.9 "Grt" "core/simple"
"2057" "MULHACEN" "Sierra Nevada SW" "D" 121.8 "Grt" "core/simple"
"2058" "MULHACEN" "Sierra Nevada SW" "D" 45.4 "Grt" "core/simple"
"2059" "MULHACEN" "Sierra Nevada SW" "D" 3 "Grt" "core/simple"
"2060" "MULHACEN" "Sierra Nevada SW" "D" 51.7 "Grt" "core/simple"
"2061" "MULHACEN" "Sierra Nevada SW" "D" 113.2 "Grt" "core/simple"
"2062" "MULHACEN" "Sierra Nevada SW" "D" 152.1 "Grt" "core/simple"
"2063" "MULHACEN" "Sierra Nevada SW" "D" 42.9 "Grt" "core/simple"
"2064" "MULHACEN" "Sierra Nevada SW" "D" 137.5 "Grt" "core/simple"
"2065" "MULHACEN" "Sierra de Baza" "F" 107 "Grt" "core/simple"
"2066" "MULHACEN" "Sierra de Baza" "F" 80 "Grt" "core/simple"
"2067" "MULHACEN" "Sierra de Baza" "F" 135 "Grt" "Truncation"
"2068" "MULHACEN" "Sierra de Baza" "F" 152 "Grt" "core/simple"
"2069" "MULHACEN" "Sierra de Baza" "F" 110 "Grt" "core/simple"
"2070" "MULHACEN" "Sierra de Baza" "F" 38 "Grt" "Axial plane"
"2071" "MULHACEN" "Sierra de Baza" "F" 20 "Grt" "Axial plane"
"2072" "MULHACEN" "Sierra de Baza" "F" 95 "Grt" "core/simple"
"2073" "MULHACEN" "Sierra de Baza" "F" 147 "Grt" "Truncation"
"2074" "MULHACEN" "Sierra de Baza" "F" 60 "Grt" "Axial plane"
"2075" "MULHACEN" "Sierra de Baza" "F" 90 "Grt" "core/simple"
"2076" "MULHACEN" "Sierra de Baza" "F" 38 "Grt" "Truncation"
"2077" "MULHACEN" "Sierra de Baza" "F" 66 "Grt" "Axial plane"
"2078" "MULHACEN" "Sierra de Baza" "F" 144 "Grt" "core/simple"
"2079" "MULHACEN" "Sierra de Baza" "F" 93 "Grt" "Truncation"
"2080" "SEBTIDES" "Beni Bousera North" "Q" 150 "Plag" "core/simple"
"2081" "SEBTIDES" "Beni Bousera North" "Q" 175 "Plag" "core/simple"
"2082" "SEBTIDES" "Beni Bousera North" "Q" 17 "Plag" "core/simple"
"2083" "SEBTIDES" "Beni Bousera North" "Q" 2 "Plag" "core/simple"
"2084" "SEBTIDES" "Beni Bousera North" "Q" 23 "Plag" "core/simple"
"2085" "SEBTIDES" "Beni Bousera North" "Q" 154 "Plag" "core/simple"
"2086" "SEBTIDES" "Beni Bousera North" "Q" 175 "Plag" "core/simple"
"2087" "SEBTIDES" "Beni Bousera North" "Q" 155 "Plag" "core/simple"
"2088" "SEBTIDES" "Beni Bousera North" "Q" 163 "Plag" "core/simple"
"2089" "SEBTIDES" "Beni Bousera North" "Q" 35 "Plag" "core/simple"
"2090" "SEBTIDES" "Beni Bousera North" "Q" 40 "Plag" "core/simple"
"2091" "SEBTIDES" "Beni Bousera North" "Q" 162 "Plag" "core/simple"
"2092" "SEBTIDES" "Beni Bousera North" "Q" 66 "Plag" "core/simple"
"2093" "SEBTIDES" "Beni Bousera North" "Q" 165 "Plag" "core/simple"
"2094" "SEBTIDES" "Beni Bousera North" "Q" 135 "Plag" "core/simple"
"2095" "SEBTIDES" "Beni Bousera North" "Q" 148 "Plag" "core/simple"
"2096" "SEBTIDES" "Beni Bousera North" "Q" 150 "Plag" "core/simple"
"2097" "SEBTIDES" "Beni Bousera North" "Q" 150 "Plag" "core/simple"
"2098" "SEBTIDES" "Beni Bousera North" "R" 51 "Grt" "core/simple"
"2099" "SEBTIDES" "Beni Bousera North" "R" 44 "Grt" "core/simple"
"2100" "SEBTIDES" "Beni Bousera North" "R" 43 "Grt" "core/simple"
"2101" "SEBTIDES" "Beni Bousera North" "R" 41 "Grt" "core/simple"
"2102" "SEBTIDES" "Beni Bousera North" "R" 48 "Grt" "core/simple"
"2103" "SEBTIDES" "Beni Bousera North" "R" 35 "Grt" "core/simple"
"2104" "SEBTIDES" "Beni Bousera North" "R" 44 "Grt" "core/simple"
"2105" "SEBTIDES" "Beni Bousera North" "R" 68 "Grt" "core/simple"
"2106" "SEBTIDES" "Beni Bousera North" "R" 40 "Grt" "core/simple"
"2107" "SEBTIDES" "Beni Bousera North" "R" 43 "Grt" "core/simple"
"2108" "SEBTIDES" "Beni Bousera North" "R" 44 "Grt" "core/simple"
"2109" "SEBTIDES" "Beni Bousera North" "R" 48 "Grt" "core/simple"
"2110" "SEBTIDES" "Beni Bousera North" "R" 49 "Grt" "core/simple"
"2111" "SEBTIDES" "Beni Bousera North" "R" 63 "Grt" "core/simple"
"2112" "SEBTIDES" "Beni Bousera North" "R" 55 "Grt" "core/simple"
"2113" "SEBTIDES" "Beni Bousera North" "R" 59 "Grt" "core/simple"
"2114" "SEBTIDES" "Beni Bousera North" "R" 69 "Grt" "core/simple"
"2115" "SEBTIDES" "Beni Bousera North" "R" 84 "Grt" "core/simple"
"2116" "SEBTIDES" "Beni Bousera North" "R" 68 "Grt" "core/simple"
"2117" "SEBTIDES" "Beni Bousera North" "R" 71 "Grt" "core/simple"
"2118" "SEBTIDES" "Beni Bousera North" "R" 106 "Grt" "core/simple"
"2119" "SEBTIDES" "Beni Bousera North" "R" 53 "Grt" "core/simple"
"2120" "SEBTIDES" "Beni Bousera North" "R" 106 "Grt" "core/simple"
"2121" "SEBTIDES" "Beni Bousera North" "R" 39 "Grt" "core/simple"
"2122" "SEBTIDES" "Beni Bousera North" "R" 42 "Grt" "core/simple"
"2123" "SEBTIDES" "Beni Bousera North" "R" 57 "Grt" "core/simple"
"2124" "SEBTIDES" "Beni Bousera North" "R" 72 "Grt" "core/simple"
"2125" "SEBTIDES" "Beni Bousera North" "R" 64 "Grt" "core/simple"
"2126" "SEBTIDES" "Beni Bousera North" "R" 47 "Grt" "core/simple"
